symbol,strategy,start_date,end_date,平均騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
SGDJPY,超短期ボリンジャー7日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-1.44,25.0,24.0,-0.18,-0.06,-0.31,-0.31,-0.1,-0.02,3.0,8.0
SGDJPY,超短期ボリンジャー5日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-1.45,25.0,22.0,-0.18,-0.07,-0.27,-0.14,-0.1,-0.03,2.75,8.0
SGDJPY,超短期ボリンジャー5日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-1.45,25.0,22.0,-0.18,-0.07,-0.27,-0.14,-0.1,-0.03,2.75,8.0
SGDJPY,超短期ボリンジャー5日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-1.45,25.0,22.0,-0.18,-0.07,-0.27,-0.14,-0.1,-0.03,2.75,8.0
SGDJPY,超短期ボリンジャー9日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-1.46,25.0,26.0,-0.18,-0.06,-0.24,-0.1,-0.13,-0.03,3.25,8.0
SGDJPY,超短期ボリンジャー8日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-1.48,25.0,20.0,-0.19,-0.08,-0.35,-0.28,-0.03,-0.01,2.5,8.0
SGDJPY,超短期ボリンジャー10日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.52,12.5,20.0,-0.19,-0.08,-0.34,-0.15,-0.04,-0.01,2.5,8.0
SGDJPY,超短期ボリンジャー11日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.52,12.5,20.0,-0.19,-0.08,-0.34,-0.15,-0.04,-0.01,2.5,8.0
SGDJPY,超短期ボリンジャー9日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.67,12.5,23.0,-0.21,-0.07,-0.34,-0.15,-0.08,-0.02,2.88,8.0
SGDJPY,超短期ボリンジャー7日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.7,12.5,26.0,-0.21,-0.06,-0.35,-0.12,-0.08,-0.02,3.25,8.0
SGDJPY,超短期ボリンジャー7日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.7,12.5,26.0,-0.21,-0.06,-0.35,-0.12,-0.08,-0.02,3.25,8.0
SGDJPY,超短期ボリンジャー14日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.74,12.5,21.0,-0.22,-0.08,-0.41,-0.19,0.09,0.03,2.62,8.0
SGDJPY,超短期ボリンジャー3日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.74,0.0,17.0,-0.29,-0.1,-0.13,-0.04,-0.37,-0.15,2.83,6.0
SGDJPY,超短期ボリンジャー3日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.8,0.0,17.0,-0.3,-0.11,-0.16,-0.06,-0.44,-0.15,2.83,6.0
SGDJPY,超短期ボリンジャー8日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.86,12.5,22.0,-0.23,-0.08,-0.39,-0.2,-0.08,-0.02,2.75,8.0
SGDJPY,超短期ボリンジャー8日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.86,12.5,22.0,-0.23,-0.08,-0.39,-0.2,-0.08,-0.02,2.75,8.0
SGDJPY,超短期ボリンジャー8日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.86,12.5,22.0,-0.23,-0.08,-0.39,-0.2,-0.08,-0.02,2.75,8.0
SGDJPY,超短期ボリンジャー3日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-1.92,40.0,20.0,-0.38,-0.1,-0.42,-0.1,-0.22,-0.06,4.0,5.0
SGDJPY,超短期ボリンジャー3日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-1.92,40.0,20.0,-0.38,-0.1,-0.42,-0.1,-0.22,-0.06,4.0,5.0
SGDJPY,超短期ボリンジャー3日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-1.92,40.0,20.0,-0.38,-0.1,-0.42,-0.1,-0.22,-0.06,4.0,5.0
SGDJPY,超短期ボリンジャー3日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-1.92,40.0,20.0,-0.38,-0.1,-0.42,-0.1,-0.22,-0.06,4.0,5.0
SGDJPY,超短期ボリンジャー2日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.96,0.0,7.0,-0.66,-0.28,-0.66,-0.28,0.0,0.0,2.33,3.0
SGDJPY,超短期ボリンジャー2日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-2.35,20.0,15.0,-0.47,-0.16,-0.47,-0.16,0.0,0.0,3.0,5.0
SGDJPY,超短期ボリンジャー2日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-2.53,0.0,9.0,-0.64,-0.28,-0.66,-0.28,-0.59,-0.3,2.25,4.0
SGDJPY,超短期ボリンジャー10日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-2.59,20.0,10.0,-0.52,-0.26,-0.61,-0.27,-0.16,-0.16,2.0,5.0
SGDJPY,超短期ボリンジャー10日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-2.59,20.0,10.0,-0.52,-0.26,-0.61,-0.27,-0.16,-0.16,2.0,5.0
SGDJPY,超短期ボリンジャー2日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-2.63,16.67,16.0,-0.44,-0.16,-0.44,-0.16,0.0,0.0,2.67,6.0
SGDJPY,超短期ボリンジャー2日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-2.64,0.0,14.0,-0.53,-0.19,-0.63,-0.25,-0.13,-0.03,2.8,5.0
SGDJPY,超短期ボリンジャー2日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-2.64,0.0,14.0,-0.53,-0.19,-0.63,-0.25,-0.13,-0.03,2.8,5.0
SGDJPY,超短期ボリンジャー2日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-2.64,0.0,14.0,-0.53,-0.19,-0.63,-0.25,-0.13,-0.03,2.8,5.0
SGDJPY,超短期ボリンジャー3日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-2.71,28.57,23.0,-0.39,-0.12,-0.38,-0.11,-0.4,-0.13,3.29,7.0
SGDJPY,超短期ボリンジャー2日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-2.72,0.0,7.0,-0.69,-0.39,-0.69,-0.39,0.0,0.0,1.75,4.0
SGDJPY,超短期ボリンジャー2日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-2.79,0.0,11.0,-0.56,-0.25,-0.56,-0.25,0.0,0.0,2.2,5.0
SGDJPY,超短期ボリンジャー2日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-2.79,0.0,11.0,-0.56,-0.25,-0.56,-0.25,0.0,0.0,2.2,5.0
SGDJPY,超短期ボリンジャー10日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-2.86,14.29,21.0,-0.41,-0.14,-0.56,-0.22,-0.21,-0.06,3.0,7.0
SGDJPY,超短期ボリンジャー10日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-2.86,14.29,21.0,-0.41,-0.14,-0.56,-0.22,-0.21,-0.06,3.0,7.0
SGDJPY,超短期ボリンジャー10日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-2.86,14.29,21.0,-0.41,-0.14,-0.56,-0.22,-0.21,-0.06,3.0,7.0
SGDJPY,超短期ボリンジャー11日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-2.86,14.29,21.0,-0.41,-0.14,-0.56,-0.22,-0.21,-0.06,3.0,7.0
SGDJPY,超短期ボリンジャー11日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-2.86,14.29,21.0,-0.41,-0.14,-0.56,-0.22,-0.21,-0.06,3.0,7.0
SGDJPY,超短期ボリンジャー11日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-3.0,16.67,16.0,-0.5,-0.19,-0.61,-0.27,-0.29,-0.08,2.67,6.0
SGDJPY,超短期ボリンジャー11日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-3.0,16.67,16.0,-0.5,-0.19,-0.61,-0.27,-0.29,-0.08,2.67,6.0
SGDJPY,超短期ボリンジャー10日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-3.05,14.29,20.0,-0.44,-0.15,-0.61,-0.27,-0.21,-0.06,2.86,7.0
SGDJPY,超短期ボリンジャー4日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-3.15,14.29,18.0,-0.45,-0.18,-0.57,-0.28,-0.17,-0.04,2.57,7.0
SGDJPY,超短期ボリンジャー4日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-3.15,14.29,18.0,-0.45,-0.18,-0.57,-0.28,-0.17,-0.04,2.57,7.0
SGDJPY,超短期ボリンジャー10日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-3.45,12.5,20.0,-0.44,-0.18,-0.57,-0.2,-0.21,-0.1,2.5,8.0
SGDJPY,超短期ボリンジャー11日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-3.48,12.5,26.0,-0.44,-0.14,-0.58,-0.19,-0.21,-0.06,3.25,8.0
SGDJPY,超短期ボリンジャー11日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-3.49,0.0,15.0,-0.5,-0.23,-0.67,-0.34,-0.1,-0.04,2.14,7.0
SGDJPY,超短期ボリンジャー4日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-3.55,12.5,24.0,-0.45,-0.15,-0.53,-0.19,-0.31,-0.09,3.0,8.0
SGDJPY,超短期ボリンジャー4日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-3.55,12.5,24.0,-0.45,-0.15,-0.53,-0.19,-0.31,-0.09,3.0,8.0
SGDJPY,超短期ボリンジャー4日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-3.55,12.5,24.0,-0.45,-0.15,-0.53,-0.19,-0.31,-0.09,3.0,8.0
SGDJPY,超短期ボリンジャー3日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-3.72,0.0,18.0,-0.54,-0.21,-0.61,-0.27,-0.44,-0.15,2.57,7.0
SGDJPY,超短期ボリンジャー3日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-3.72,0.0,18.0,-0.54,-0.21,-0.61,-0.27,-0.44,-0.15,2.57,7.0
SGDJPY,超短期ボリンジャー10日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-3.91,0.0,16.0,-0.5,-0.25,-0.67,-0.34,-0.21,-0.1,2.0,8.0
USDJPY,超短期ボリンジャー8日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.32,50.0,12.0,0.08,0.03,0.02,0.01,0.1,0.03,3.0,4.0
USDJPY,超短期ボリンジャー12日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.24,50.0,16.0,0.06,0.02,0.02,0.01,0.07,0.02,4.0,4.0
USDJPY,超短期ボリンジャー13日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.24,50.0,16.0,0.06,0.02,0.02,0.01,0.07,0.02,4.0,4.0
USDJPY,超短期ボリンジャー3日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,0.11,50.0,28.0,0.01,0.0,-0.03,-0.01,0.06,0.01,3.5,8.0
USDJPY,超短期ボリンジャー3日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,0.11,50.0,28.0,0.01,0.0,-0.03,-0.01,0.06,0.01,3.5,8.0
USDJPY,超短期ボリンジャー14日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,0.09,50.0,15.0,0.02,0.01,0.02,0.01,0.02,0.0,3.75,4.0
USDJPY,超短期ボリンジャー11日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,0.04,40.0,19.0,0.01,0.0,-0.09,-0.04,0.07,0.02,3.8,5.0
USDJPY,超短期ボリンジャー2日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,0.03,50.0,23.0,0.01,0.0,0.06,0.02,-0.05,-0.01,3.83,6.0
USDJPY,超短期ボリンジャー2日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.02,50.0,13.0,-0.01,0.0,-0.06,-0.02,0.17,0.04,3.25,4.0
USDJPY,超短期ボリンジャー8日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.02,40.0,14.0,0.0,0.0,-0.09,-0.04,0.05,0.02,2.8,5.0
USDJPY,超短期ボリンジャー14日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.06,25.0,14.0,-0.02,-0.01,-0.14,-0.14,0.02,0.0,3.5,4.0
USDJPY,超短期ボリンジャー11日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.11,40.0,18.0,-0.02,-0.01,-0.09,-0.04,0.02,0.0,3.6,5.0
USDJPY,超短期ボリンジャー2日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.11,60.0,18.0,-0.02,-0.01,-0.04,-0.01,0.07,0.01,3.6,5.0
USDJPY,超短期ボリンジャー3日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.11,57.14,26.0,-0.02,-0.01,0.03,0.01,-0.05,-0.01,3.71,7.0
USDJPY,超短期ボリンジャー8日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.2,33.33,20.0,-0.03,-0.01,-0.09,-0.04,-0.01,0.0,3.33,6.0
USDJPY,超短期ボリンジャー9日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.2,33.33,20.0,-0.03,-0.01,-0.09,-0.04,-0.01,0.0,3.33,6.0
USDJPY,超短期ボリンジャー9日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.2,33.33,20.0,-0.03,-0.01,-0.09,-0.04,-0.01,0.0,3.33,6.0
USDJPY,超短期ボリンジャー9日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.2,33.33,20.0,-0.03,-0.01,-0.09,-0.04,-0.01,0.0,3.33,6.0
USDJPY,超短期ボリンジャー9日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.2,33.33,20.0,-0.03,-0.01,-0.09,-0.04,-0.01,0.0,3.33,6.0
USDJPY,超短期ボリンジャー13日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.24,40.0,18.0,-0.05,-0.01,-0.15,-0.06,0.02,0.0,3.6,5.0
USDJPY,超短期ボリンジャー13日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.24,40.0,18.0,-0.05,-0.01,-0.15,-0.06,0.02,0.0,3.6,5.0
USDJPY,超短期ボリンジャー13日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.24,40.0,18.0,-0.05,-0.01,-0.15,-0.06,0.02,0.0,3.6,5.0
USDJPY,超短期ボリンジャー14日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.24,40.0,18.0,-0.05,-0.01,-0.15,-0.06,0.02,0.0,3.6,5.0
USDJPY,超短期ボリンジャー15日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.24,40.0,18.0,-0.05,-0.01,-0.15,-0.06,0.02,0.0,3.6,5.0
USDJPY,超短期ボリンジャー2日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.25,50.0,13.0,-0.06,-0.02,-0.14,-0.05,0.17,0.04,3.25,4.0
USDJPY,超短期ボリンジャー2日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.25,50.0,13.0,-0.06,-0.02,-0.14,-0.05,0.17,0.04,3.25,4.0
USDJPY,超短期ボリンジャー2日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.25,50.0,13.0,-0.06,-0.02,-0.14,-0.05,0.17,0.04,3.25,4.0
USDJPY,超短期ボリンジャー2日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.25,50.0,13.0,-0.06,-0.02,-0.14,-0.05,0.17,0.04,3.25,4.0
USDJPY,超短期ボリンジャー3日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.25,50.0,30.0,-0.03,-0.01,0.03,0.01,-0.07,-0.02,3.75,8.0
USDJPY,超短期ボリンジャー2日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.28,33.33,8.0,-0.09,-0.03,-0.09,-0.03,0.0,0.0,2.67,3.0
USDJPY,超短期ボリンジャー5日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.28,33.33,17.0,-0.05,-0.02,-0.28,-0.28,0.07,0.02,2.83,6.0
USDJPY,超短期ボリンジャー14日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.3,40.0,17.0,-0.06,-0.02,-0.19,-0.1,0.02,0.0,3.4,5.0
USDJPY,超短期ボリンジャー14日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.3,40.0,17.0,-0.06,-0.02,-0.19,-0.1,0.02,0.0,3.4,5.0
USDJPY,超短期ボリンジャー15日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.3,40.0,17.0,-0.06,-0.02,-0.19,-0.1,0.02,0.0,3.4,5.0
USDJPY,超短期ボリンジャー4日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.33,40.0,19.0,-0.07,-0.02,-0.17,-0.11,0.0,0.0,3.8,5.0
USDJPY,超短期ボリンジャー6日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.34,42.86,17.0,-0.05,-0.02,-0.26,-0.2,0.11,0.03,2.43,7.0
USDJPY,超短期ボリンジャー13日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.35,40.0,16.0,-0.07,-0.02,-0.21,-0.14,0.02,0.0,3.2,5.0
USDJPY,超短期ボリンジャー12日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.36,33.33,21.0,-0.06,-0.02,-0.19,-0.08,0.07,0.02,3.5,6.0
USDJPY,超短期ボリンジャー14日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.36,33.33,21.0,-0.06,-0.02,-0.19,-0.08,0.07,0.02,3.5,6.0
USDJPY,超短期ボリンジャー14日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-0.36,33.33,21.0,-0.06,-0.02,-0.19,-0.08,0.07,0.02,3.5,6.0
USDJPY,超短期ボリンジャー2日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-0.48,25.0,12.0,-0.12,-0.04,0.04,0.01,-0.28,-0.11,3.0,4.0
USDJPY,超短期ボリンジャー12日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.5,33.33,20.0,-0.08,-0.02,-0.19,-0.08,0.02,0.0,3.33,6.0
USDJPY,超短期ボリンジャー12日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.5,33.33,20.0,-0.08,-0.02,-0.19,-0.08,0.02,0.0,3.33,6.0
USDJPY,超短期ボリンジャー12日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.5,33.33,20.0,-0.08,-0.02,-0.19,-0.08,0.02,0.0,3.33,6.0
USDJPY,超短期ボリンジャー15日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-0.5,33.33,20.0,-0.08,-0.02,-0.19,-0.08,0.02,0.0,3.33,6.0
USDJPY,超短期ボリンジャー15日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-0.5,33.33,20.0,-0.08,-0.02,-0.19,-0.08,0.02,0.0,3.33,6.0
USDJPY,超短期ボリンジャー15日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.5,33.33,20.0,-0.08,-0.02,-0.19,-0.08,0.02,0.0,3.33,6.0
USDJPY,超短期ボリンジャー2日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.55,33.33,16.0,-0.09,-0.03,0.03,0.01,-0.22,-0.09,2.67,6.0
USDJPY,超短期ボリンジャー10日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.57,33.33,19.0,-0.09,-0.03,-0.09,-0.04,-0.1,-0.03,3.17,6.0
USDJPY,超短期ボリンジャー10日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.57,33.33,19.0,-0.09,-0.03,-0.09,-0.04,-0.1,-0.03,3.17,6.0
USDJPY,超短期ボリンジャー10日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.57,33.33,19.0,-0.09,-0.03,-0.09,-0.04,-0.1,-0.03,3.17,6.0
USDJPY,超短期ボリンジャー3日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.6,33.33,29.0,-0.07,-0.02,0.03,0.01,-0.12,-0.04,3.22,9.0
USDJPY,超短期ボリンジャー3日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-0.6,33.33,29.0,-0.07,-0.02,0.03,0.01,-0.12,-0.04,3.22,9.0
USDJPY,超短期ボリンジャー8日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.6,28.57,22.0,-0.08,-0.03,-0.19,-0.08,-0.01,0.0,3.14,7.0
USDJPY,超短期ボリンジャー8日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.6,28.57,22.0,-0.08,-0.03,-0.19,-0.08,-0.01,0.0,3.14,7.0
USDJPY,超短期ボリンジャー9日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.6,28.57,22.0,-0.08,-0.03,-0.19,-0.08,-0.01,0.0,3.14,7.0
USDJPY,超短期ボリンジャー9日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.6,28.57,22.0,-0.08,-0.03,-0.19,-0.08,-0.01,0.0,3.14,7.0
USDJPY,超短期ボリンジャー9日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.6,28.57,22.0,-0.08,-0.03,-0.19,-0.08,-0.01,0.0,3.14,7.0
USDJPY,超短期ボリンジャー4日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.64,30.0,34.0,-0.06,-0.02,-0.15,-0.05,-0.01,0.0,3.4,10.0
USDJPY,超短期ボリンジャー4日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.64,30.0,34.0,-0.06,-0.02,-0.15,-0.05,-0.01,0.0,3.4,10.0
USDJPY,超短期ボリンジャー8日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.64,28.57,21.0,-0.09,-0.03,-0.21,-0.1,-0.01,0.0,3.0,7.0
USDJPY,超短期ボリンジャー4日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.69,33.33,28.0,-0.08,-0.03,-0.18,-0.1,0.01,0.0,3.11,9.0
USDJPY,超短期ボリンジャー15日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.7,0.0,13.0,-0.18,-0.06,-0.14,-0.14,-0.19,-0.05,3.25,4.0
USDJPY,超短期ボリンジャー3日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-0.72,33.33,32.0,-0.08,-0.02,-0.03,-0.01,-0.12,-0.03,3.56,9.0
USDJPY,超短期ボリンジャー3日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.72,33.33,32.0,-0.08,-0.02,-0.03,-0.01,-0.12,-0.03,3.56,9.0
USDJPY,超短期ボリンジャー3日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.72,33.33,32.0,-0.08,-0.02,-0.03,-0.01,-0.12,-0.03,3.56,9.0
USDJPY,超短期ボリンジャー4日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.73,28.57,23.0,-0.1,-0.03,-0.18,-0.1,0.0,0.0,3.29,7.0
USDJPY,超短期ボリンジャー4日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-0.77,30.0,31.0,-0.08,-0.03,-0.1,-0.04,-0.05,-0.01,3.1,10.0
USDJPY,超短期ボリンジャー4日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.77,30.0,31.0,-0.08,-0.03,-0.1,-0.04,-0.05,-0.01,3.1,10.0
USDJPY,超短期ボリンジャー6日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.79,33.33,24.0,-0.09,-0.03,-0.24,-0.14,0.04,0.01,2.67,9.0
USDJPY,超短期ボリンジャー8日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-0.79,28.57,22.0,-0.11,-0.04,-0.04,-0.02,-0.17,-0.05,3.14,7.0
USDJPY,超短期ボリンジャー5日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.85,30.0,29.0,-0.09,-0.03,-0.21,-0.09,0.04,0.01,2.9,10.0
USDJPY,超短期ボリンジャー5日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-0.85,30.0,29.0,-0.09,-0.03,-0.21,-0.09,0.04,0.01,2.9,10.0
USDJPY,超短期ボリンジャー3日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.86,28.57,20.0,-0.12,-0.04,-0.24,-0.12,-0.04,-0.01,2.86,7.0
USDJPY,超短期ボリンジャー14日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.87,20.0,17.0,-0.18,-0.05,-0.15,-0.06,-0.19,-0.05,3.4,5.0
USDJPY,超短期ボリンジャー14日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.87,20.0,17.0,-0.18,-0.05,-0.15,-0.06,-0.19,-0.05,3.4,5.0
USDJPY,超短期ボリンジャー5日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.87,22.22,27.0,-0.1,-0.03,-0.26,-0.1,0.04,0.01,3.0,9.0
USDJPY,超短期ボリンジャー4日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-0.88,30.0,31.0,-0.09,-0.03,-0.07,-0.03,-0.1,-0.03,3.1,10.0
USDJPY,超短期ボリンジャー3日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-0.9,37.5,25.0,-0.11,-0.04,-0.17,-0.08,-0.05,-0.01,3.12,8.0
USDJPY,超短期ボリンジャー15日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-0.92,28.57,27.0,-0.13,-0.03,-0.29,-0.09,0.07,0.02,3.86,7.0
USDJPY,超短期ボリンジャー15日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.94,20.0,16.0,-0.19,-0.06,-0.19,-0.1,-0.19,-0.05,3.2,5.0
USDJPY,超短期ボリンジャー2日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-0.95,25.0,22.0,-0.12,-0.04,-0.03,-0.01,-0.21,-0.07,2.75,8.0
USDJPY,超短期ボリンジャー7日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.95,25.0,23.0,-0.12,-0.04,-0.23,-0.12,-0.01,0.0,2.88,8.0
USDJPY,超短期ボリンジャー10日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.96,28.57,21.0,-0.14,-0.05,-0.19,-0.08,-0.1,-0.03,3.0,7.0
USDJPY,超短期ボリンジャー10日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.96,28.57,21.0,-0.14,-0.05,-0.19,-0.08,-0.1,-0.03,3.0,7.0
USDJPY,超短期ボリンジャー10日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.96,28.57,21.0,-0.14,-0.05,-0.19,-0.08,-0.1,-0.03,3.0,7.0
USDJPY,超短期ボリンジャー15日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.98,20.0,15.0,-0.2,-0.07,-0.21,-0.14,-0.19,-0.05,3.0,5.0
USDJPY,超短期ボリンジャー7日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.99,25.0,22.0,-0.12,-0.04,-0.24,-0.14,-0.01,0.0,2.75,8.0
USDJPY,超短期ボリンジャー7日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-1.03,22.22,24.0,-0.11,-0.04,-0.2,-0.11,-0.01,0.0,2.67,9.0
