symbol,strategy,start_date,end_date,平均騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
EURJPY,超短期ボリンジャー5日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,-1.97,39.58,134.0,-0.04,-0.01,-0.14,-0.06,0.06,0.02,2.79,48.0
EURJPY,超短期ボリンジャー6日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,-1.98,38.71,90.0,-0.06,-0.02,-0.01,0.0,-0.12,-0.04,2.9,31.0
EURJPY,超短期ボリンジャー8日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,-2.01,41.18,93.0,-0.06,-0.02,-0.01,0.0,-0.1,-0.04,2.74,34.0
EURJPY,超短期ボリンジャー11日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,-2.03,38.64,131.0,-0.05,-0.02,-0.07,-0.03,-0.03,-0.01,2.98,44.0
EURJPY,超短期ボリンジャー8日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,-2.06,39.58,137.0,-0.04,-0.01,-0.04,-0.02,-0.04,-0.01,2.85,48.0
EURJPY,超短期ボリンジャー4日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,-2.09,45.65,131.0,-0.04,-0.01,-0.13,-0.05,0.04,0.01,2.85,46.0
EURJPY,超短期ボリンジャー7日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,-2.16,39.58,139.0,-0.04,-0.01,-0.11,-0.04,0.01,0.0,2.9,48.0
EURJPY,超短期ボリンジャー10日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,-2.2,40.43,140.0,-0.05,-0.02,-0.04,-0.02,-0.05,-0.02,2.98,47.0
EURJPY,超短期ボリンジャー12日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,-2.25,38.46,68.0,-0.09,-0.03,-0.16,-0.07,-0.03,-0.01,2.62,26.0
EURJPY,超短期ボリンジャー8日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,-2.26,39.58,139.0,-0.05,-0.02,-0.06,-0.02,-0.03,-0.01,2.9,48.0
EURJPY,超短期ボリンジャー4日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,-2.28,48.15,85.0,-0.08,-0.03,-0.04,-0.01,-0.12,-0.04,3.15,27.0
EURJPY,超短期ボリンジャー11日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,-2.4,34.38,79.0,-0.07,-0.03,-0.18,-0.09,0.03,0.01,2.47,32.0
EURJPY,超短期ボリンジャー9日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,-2.4,38.3,135.0,-0.05,-0.02,-0.04,-0.02,-0.06,-0.02,2.87,47.0
EURJPY,超短期ボリンジャー8日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,-2.43,29.63,73.0,-0.09,-0.03,-0.27,-0.14,0.03,0.01,2.7,27.0
EURJPY,超短期ボリンジャー15日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,-2.48,36.84,52.0,-0.13,-0.05,-0.08,-0.03,-0.16,-0.06,2.74,19.0
EURJPY,超短期ボリンジャー9日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,-2.53,39.13,127.0,-0.05,-0.02,-0.08,-0.04,-0.03,-0.01,2.76,46.0
EURJPY,超短期ボリンジャー7日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,-2.54,39.58,141.0,-0.05,-0.02,-0.14,-0.05,0.03,0.01,2.94,48.0
EURJPY,超短期ボリンジャー11日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,-2.55,37.78,136.0,-0.06,-0.02,-0.07,-0.03,-0.05,-0.02,3.02,45.0
EURJPY,超短期ボリンジャー9日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,-2.56,38.24,87.0,-0.08,-0.03,-0.03,-0.01,-0.11,-0.04,2.56,34.0
EURJPY,超短期ボリンジャー4日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,-2.57,48.48,100.0,-0.08,-0.03,-0.12,-0.04,-0.03,-0.01,3.03,33.0
EURJPY,超短期ボリンジャー4日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,-2.58,44.44,127.0,-0.06,-0.02,-0.12,-0.05,0.01,0.0,2.82,45.0
EURJPY,超短期ボリンジャー11日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,-2.62,35.71,73.0,-0.09,-0.03,-0.18,-0.08,-0.02,-0.01,2.61,28.0
EURJPY,超短期ボリンジャー10日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,-2.66,34.62,72.0,-0.1,-0.04,-0.19,-0.09,-0.01,0.0,2.77,26.0
EURJPY,超短期ボリンジャー11日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,-2.73,34.78,64.0,-0.12,-0.04,-0.15,-0.06,-0.1,-0.03,2.78,23.0
EURJPY,超短期ボリンジャー6日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,-2.81,33.33,72.0,-0.12,-0.04,-0.01,0.0,-0.19,-0.07,3.0,24.0
EURJPY,超短期ボリンジャー15日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,-2.82,36.84,51.0,-0.15,-0.06,-0.13,-0.05,-0.16,-0.06,2.68,19.0
EURJPY,超短期ボリンジャー7日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,-2.84,40.82,148.0,-0.06,-0.02,-0.07,-0.02,-0.04,-0.01,3.02,49.0
EURJPY,超短期ボリンジャー9日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,-3.09,39.13,128.0,-0.07,-0.03,-0.08,-0.04,-0.05,-0.02,2.78,46.0
EURJPY,超短期ボリンジャー7日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,-3.31,39.22,150.0,-0.06,-0.02,-0.08,-0.03,-0.05,-0.02,2.94,51.0
EURJPY,超短期ボリンジャー8日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,-3.69,25.0,54.0,-0.19,-0.07,-0.29,-0.14,-0.12,-0.04,2.7,20.0
EURJPY,超短期ボリンジャー7日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,-3.75,34.09,120.0,-0.09,-0.03,-0.13,-0.05,-0.04,-0.01,2.73,44.0
EURJPY,超短期ボリンジャー7日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,-3.79,36.96,131.0,-0.08,-0.03,-0.13,-0.05,-0.04,-0.01,2.85,46.0
EURJPY,超短期ボリンジャー7日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,-3.87,35.0,103.0,-0.1,-0.04,-0.16,-0.06,-0.05,-0.02,2.58,40.0
EURJPY,超短期ボリンジャー7日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,-4.11,30.0,78.0,-0.14,-0.05,-0.09,-0.03,-0.17,-0.07,2.6,30.0
EURJPY,超短期ボリンジャー10日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,-4.79,25.81,77.0,-0.16,-0.06,-0.19,-0.1,-0.13,-0.05,2.48,31.0
GBPJPY,超短期ボリンジャー5日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,11.61,46.88,136.0,0.35,0.08,0.3,0.08,0.38,0.09,4.25,32.0
GBPJPY,超短期ボリンジャー9日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,11.52,55.56,144.0,0.31,0.08,0.19,0.06,0.38,0.09,4.0,36.0
GBPJPY,超短期ボリンジャー9日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,10.18,55.56,137.0,0.27,0.07,0.18,0.05,0.34,0.09,3.81,36.0
GBPJPY,超短期ボリンジャー6日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,9.91,53.66,170.0,0.23,0.06,0.2,0.05,0.26,0.06,4.15,41.0
GBPJPY,超短期ボリンジャー6日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,9.88,54.76,161.0,0.23,0.06,0.16,0.05,0.27,0.06,3.83,42.0
GBPJPY,超短期ボリンジャー12日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,9.71,55.88,141.0,0.28,0.07,0.52,0.11,0.18,0.05,4.15,34.0
GBPJPY,超短期ボリンジャー9日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,9.69,52.63,147.0,0.25,0.06,0.19,0.06,0.28,0.07,3.87,38.0
GBPJPY,超短期ボリンジャー8日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,9.66,53.85,152.0,0.24,0.06,0.19,0.06,0.27,0.06,3.9,39.0
GBPJPY,超短期ボリンジャー11日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,9.49,55.88,137.0,0.27,0.07,0.54,0.12,0.16,0.04,4.03,34.0
GBPJPY,超短期ボリンジャー11日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,9.42,57.58,133.0,0.28,0.07,0.49,0.11,0.18,0.05,4.03,33.0
GBPJPY,超短期ボリンジャー6日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,9.41,53.66,156.0,0.22,0.06,0.27,0.08,0.2,0.05,3.8,41.0
GBPJPY,超短期ボリンジャー10日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,9.36,58.82,138.0,0.27,0.07,0.27,0.07,0.27,0.07,4.06,34.0
GBPJPY,超短期ボリンジャー10日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,9.31,52.63,148.0,0.24,0.06,0.45,0.11,0.14,0.04,3.89,38.0
GBPJPY,超短期ボリンジャー9日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,9.3,52.63,147.0,0.24,0.06,0.09,0.03,0.35,0.08,3.87,38.0
GBPJPY,超短期ボリンジャー10日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,9.23,55.56,143.0,0.25,0.06,0.38,0.1,0.18,0.04,3.97,36.0
GBPJPY,超短期ボリンジャー8日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,9.15,55.26,145.0,0.23,0.06,0.05,0.02,0.36,0.09,3.82,38.0
GBPJPY,超短期ボリンジャー5日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,9.03,47.83,177.0,0.19,0.05,0.06,0.02,0.28,0.07,3.85,46.0
GBPJPY,超短期ボリンジャー6日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,8.79,52.38,168.0,0.2,0.05,0.15,0.04,0.24,0.06,4.0,42.0
GBPJPY,超短期ボリンジャー10日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,8.72,55.88,129.0,0.25,0.07,0.42,0.1,0.17,0.05,3.79,34.0
GBPJPY,超短期ボリンジャー15日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,8.67,59.38,132.0,0.26,0.06,0.3,0.07,0.25,0.06,4.12,32.0
GBPJPY,超短期ボリンジャー5日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,8.56,41.67,145.0,0.23,0.06,0.13,0.03,0.31,0.07,4.03,36.0
GBPJPY,超短期ボリンジャー13日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,8.52,57.14,146.0,0.24,0.06,0.56,0.12,0.13,0.03,4.17,35.0
GBPJPY,超短期ボリンジャー6日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,8.42,52.38,170.0,0.2,0.05,0.14,0.04,0.24,0.06,4.05,42.0
GBPJPY,超短期ボリンジャー14日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,8.29,52.78,149.0,0.23,0.06,0.56,0.12,0.11,0.03,4.14,36.0
GBPJPY,超短期ボリンジャー15日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,8.2,55.88,136.0,0.24,0.06,0.35,0.08,0.19,0.05,4.0,34.0
GBPJPY,超短期ボリンジャー12日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,7.99,50.0,152.0,0.21,0.05,0.5,0.11,0.09,0.02,4.0,38.0
GBPJPY,超短期ボリンジャー11日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,7.95,51.35,144.0,0.21,0.05,0.54,0.12,0.09,0.02,3.89,37.0
GBPJPY,超短期ボリンジャー13日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,7.92,50.0,155.0,0.21,0.05,0.47,0.11,0.1,0.03,4.08,38.0
GBPJPY,超短期ボリンジャー5日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,7.88,47.83,178.0,0.17,0.04,0.06,0.02,0.24,0.06,3.87,46.0
GBPJPY,超短期ボリンジャー14日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,7.85,50.0,154.0,0.2,0.05,0.63,0.15,0.07,0.02,4.05,38.0
GBPJPY,超短期ボリンジャー5日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,7.67,48.94,181.0,0.16,0.04,0.03,0.01,0.28,0.07,3.85,47.0
GBPJPY,超短期ボリンジャー11日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,7.56,54.55,127.0,0.23,0.06,0.48,0.1,0.12,0.03,3.85,33.0
GBPJPY,超短期ボリンジャー12日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,7.46,54.29,142.0,0.21,0.05,0.49,0.11,0.1,0.03,4.06,35.0
GBPJPY,超短期ボリンジャー13日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,7.4,51.35,148.0,0.2,0.05,0.49,0.11,0.09,0.02,4.0,37.0
GBPJPY,超短期ボリンジャー5日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,7.3,51.16,158.0,0.17,0.05,-0.02,-0.01,0.3,0.07,3.67,43.0
GBPJPY,超短期ボリンジャー6日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,7.3,47.73,169.0,0.16,0.04,0.1,0.03,0.21,0.05,3.84,44.0
GBPJPY,超短期ボリンジャー13日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,7.02,55.88,141.0,0.2,0.05,0.4,0.09,0.13,0.03,4.15,34.0
GBPJPY,超短期ボリンジャー8日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,6.97,50.0,133.0,0.19,0.05,0.05,0.02,0.29,0.07,3.69,36.0
GBPJPY,超短期ボリンジャー5日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,6.82,42.5,157.0,0.17,0.04,0.01,0.0,0.32,0.07,3.92,40.0
GBPJPY,超短期ボリンジャー8日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,6.81,51.22,159.0,0.17,0.04,0.02,0.01,0.26,0.06,3.88,41.0
GBPJPY,超短期ボリンジャー14日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,6.77,53.12,126.0,0.21,0.05,0.3,0.07,0.17,0.04,3.94,32.0
GBPJPY,超短期ボリンジャー5日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,6.65,46.67,166.0,0.15,0.04,-0.01,0.0,0.26,0.06,3.69,45.0
GBPJPY,超短期ボリンジャー14日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,6.62,51.43,141.0,0.19,0.05,0.4,0.09,0.12,0.03,4.03,35.0
GBPJPY,超短期ボリンジャー6日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,6.49,48.48,134.0,0.19,0.05,0.03,0.01,0.32,0.07,4.06,33.0
GBPJPY,超短期ボリンジャー8日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,6.49,45.71,127.0,0.18,0.05,-0.02,-0.01,0.33,0.08,3.63,35.0
GBPJPY,超短期ボリンジャー15日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,6.47,52.78,140.0,0.18,0.05,0.18,0.04,0.18,0.05,3.89,36.0
GBPJPY,超短期ボリンジャー15日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,6.45,51.85,111.0,0.24,0.06,0.33,0.07,0.2,0.05,4.11,27.0
GBPJPY,超短期ボリンジャー2日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,6.43,75.0,40.0,0.79,0.16,0.84,0.23,0.75,0.13,5.0,8.0
GBPJPY,超短期ボリンジャー6日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,6.41,50.0,156.0,0.17,0.04,0.09,0.02,0.22,0.05,4.11,38.0
GBPJPY,超短期ボリンジャー10日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,6.24,54.29,130.0,0.18,0.05,0.19,0.05,0.17,0.05,3.71,35.0
GBPJPY,超短期ボリンジャー14日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,6.18,53.57,113.0,0.22,0.05,0.36,0.08,0.16,0.04,4.04,28.0
GBPJPY,超短期ボリンジャー12日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,6.12,52.94,137.0,0.18,0.04,0.3,0.07,0.13,0.03,4.03,34.0
GBPJPY,超短期ボリンジャー14日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,6.11,54.55,131.0,0.19,0.05,0.35,0.08,0.13,0.03,3.97,33.0
GBPJPY,超短期ボリンジャー11日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,6.09,52.94,136.0,0.18,0.04,0.3,0.07,0.12,0.03,4.0,34.0
GBPJPY,超短期ボリンジャー9日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,6.05,51.43,126.0,0.17,0.05,0.05,0.01,0.25,0.07,3.6,35.0
GBPJPY,超短期ボリンジャー3日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,6.0,50.0,122.0,0.2,0.05,0.24,0.06,0.14,0.04,4.07,30.0
GBPJPY,超短期ボリンジャー5日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,5.98,42.86,166.0,0.14,0.04,0.01,0.0,0.26,0.06,3.95,42.0
GBPJPY,超短期ボリンジャー7日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,5.96,48.84,163.0,0.14,0.04,0.08,0.03,0.17,0.04,3.79,43.0
GBPJPY,超短期ボリンジャー6日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,5.9,47.37,155.0,0.15,0.04,0.13,0.04,0.17,0.04,4.08,38.0
GBPJPY,超短期ボリンジャー7日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,5.89,48.84,160.0,0.14,0.04,0.02,0.01,0.22,0.05,3.72,43.0
GBPJPY,超短期ボリンジャー6日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,5.68,43.33,119.0,0.19,0.05,0.07,0.02,0.28,0.07,3.97,30.0
GBPJPY,超短期ボリンジャー3日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,5.62,47.62,151.0,0.13,0.04,0.16,0.04,0.12,0.03,3.6,42.0
GBPJPY,超短期ボリンジャー15日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,5.54,48.39,119.0,0.18,0.05,0.23,0.06,0.16,0.04,3.84,31.0
GBPJPY,超短期ボリンジャー3日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,5.49,45.71,133.0,0.16,0.04,0.13,0.03,0.19,0.05,3.8,35.0
GBPJPY,超短期ボリンジャー3日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,5.43,51.22,151.0,0.13,0.04,0.19,0.05,0.1,0.03,3.68,41.0
GBPJPY,超短期ボリンジャー3日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,5.41,48.28,114.0,0.19,0.05,0.25,0.06,0.11,0.03,3.93,29.0
GBPJPY,超短期ボリンジャー13日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,5.26,48.39,124.0,0.17,0.04,0.32,0.07,0.11,0.03,4.0,31.0
GBPJPY,超短期ボリンジャー9日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,5.13,45.45,117.0,0.15,0.04,0.06,0.02,0.21,0.06,3.55,33.0
GBPJPY,超短期ボリンジャー15日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,5.09,47.5,158.0,0.13,0.03,0.26,0.06,0.08,0.02,3.95,40.0
GBPJPY,超短期ボリンジャー7日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,4.91,45.95,138.0,0.13,0.03,-0.03,-0.01,0.26,0.06,3.73,37.0
GBPJPY,超短期ボリンジャー13日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,4.86,48.15,106.0,0.18,0.05,0.36,0.08,0.1,0.03,3.93,27.0
GBPJPY,超短期ボリンジャー4日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,4.6,44.68,171.0,0.1,0.03,0.05,0.01,0.14,0.04,3.64,47.0
GBPJPY,超短期ボリンジャー5日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,4.58,45.83,92.0,0.19,0.05,0.4,0.09,-0.02,-0.01,3.83,24.0
GBPJPY,超短期ボリンジャー8日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,4.49,44.74,133.0,0.12,0.03,-0.05,-0.02,0.24,0.06,3.5,38.0
GBPJPY,超短期ボリンジャー3日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,4.47,51.22,147.0,0.11,0.03,0.08,0.02,0.13,0.04,3.59,41.0
GBPJPY,超短期ボリンジャー13日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,4.38,46.15,103.0,0.17,0.04,0.36,0.08,0.08,0.02,3.96,26.0
GBPJPY,超短期ボリンジャー3日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,4.38,45.45,152.0,0.1,0.03,0.08,0.02,0.12,0.03,3.45,44.0
GBPJPY,超短期ボリンジャー4日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,4.37,44.83,115.0,0.15,0.04,0.3,0.06,0.03,0.01,3.97,29.0
GBPJPY,超短期ボリンジャー5日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,4.17,44.19,169.0,0.1,0.03,-0.01,0.0,0.19,0.05,3.93,43.0
GBPJPY,超短期ボリンジャー7日_1.20倍_決済差額0.00,2018-08-19,2019-08-18,4.04,50.0,156.0,0.1,0.03,-0.11,-0.04,0.26,0.06,3.71,42.0
GBPJPY,超短期ボリンジャー7日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,4.0,45.24,154.0,0.1,0.03,-0.07,-0.02,0.22,0.05,3.67,42.0
GBPJPY,超短期ボリンジャー15日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,3.87,42.11,71.0,0.2,0.05,0.32,0.08,0.16,0.04,3.74,19.0
GBPJPY,超短期ボリンジャー6日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,3.82,39.29,101.0,0.14,0.04,-0.03,-0.01,0.28,0.07,3.61,28.0
GBPJPY,超短期ボリンジャー15日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,3.81,37.5,60.0,0.24,0.06,0.4,0.09,0.2,0.06,3.75,16.0
GBPJPY,超短期ボリンジャー4日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,3.71,37.21,156.0,0.09,0.02,-0.04,-0.01,0.2,0.05,3.63,43.0
GBPJPY,超短期ボリンジャー12日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,3.68,43.75,126.0,0.12,0.03,0.3,0.07,0.04,0.01,3.94,32.0
GBPJPY,超短期ボリンジャー14日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,3.61,42.11,72.0,0.19,0.05,0.48,0.11,0.11,0.03,3.79,19.0
GBPJPY,超短期ボリンジャー9日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,3.46,46.88,113.0,0.11,0.03,0.11,0.03,0.11,0.03,3.53,32.0
GBPJPY,超短期ボリンジャー8日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,3.36,42.42,121.0,0.1,0.03,-0.01,0.0,0.19,0.05,3.67,33.0
GBPJPY,超短期ボリンジャー15日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,3.31,43.48,87.0,0.15,0.04,0.13,0.03,0.15,0.04,3.78,23.0
GBPJPY,超短期ボリンジャー15日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,3.31,43.48,87.0,0.15,0.04,0.13,0.03,0.15,0.04,3.78,23.0
GBPJPY,超短期ボリンジャー8日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,3.22,40.91,86.0,0.15,0.04,0.02,0.01,0.24,0.06,3.91,22.0
GBPJPY,超短期ボリンジャー14日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,3.14,43.48,87.0,0.14,0.04,0.13,0.03,0.14,0.04,3.78,23.0
GBPJPY,超短期ボリンジャー7日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,3.1,43.59,144.0,0.08,0.02,-0.04,-0.01,0.18,0.04,3.69,39.0
GBPJPY,超短期ボリンジャー4日_1.10倍_決済差額0.00,2018-08-19,2019-08-18,3.06,41.3,165.0,0.07,0.02,0.08,0.02,0.06,0.02,3.59,46.0
GBPJPY,超短期ボリンジャー12日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,3.04,45.83,96.0,0.13,0.03,0.33,0.07,0.04,0.01,4.0,24.0
GBPJPY,超短期ボリンジャー12日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,2.96,42.42,125.0,0.09,0.02,0.19,0.05,0.04,0.01,3.79,33.0
GBPJPY,超短期ボリンジャー3日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,2.84,42.86,104.0,0.1,0.03,0.13,0.04,0.07,0.02,3.71,28.0
GBPJPY,超短期ボリンジャー14日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,2.8,45.45,84.0,0.13,0.03,0.04,0.01,0.17,0.05,3.82,22.0
GBPJPY,超短期ボリンジャー8日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,2.8,42.42,120.0,0.09,0.02,-0.01,0.0,0.16,0.04,3.64,33.0
GBPJPY,超短期ボリンジャー13日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,2.79,44.44,69.0,0.16,0.04,0.28,0.07,0.12,0.03,3.83,18.0
GBPJPY,超短期ボリンジャー13日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,2.77,40.0,77.0,0.14,0.04,0.2,0.05,0.12,0.03,3.85,20.0
GBPJPY,超短期ボリンジャー4日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,2.72,37.78,163.0,0.06,0.02,-0.03,-0.01,0.13,0.03,3.62,45.0
GBPJPY,超短期ボリンジャー4日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,2.71,37.78,166.0,0.06,0.02,-0.03,-0.01,0.13,0.03,3.69,45.0
GBPJPY,超短期ボリンジャー7日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,2.71,38.46,91.0,0.11,0.03,-0.13,-0.04,0.31,0.09,3.5,26.0
GBPJPY,超短期ボリンジャー15日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,2.68,43.48,86.0,0.12,0.03,0.13,0.03,0.12,0.03,3.74,23.0
GBPJPY,超短期ボリンジャー8日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,2.61,38.71,114.0,0.09,0.02,-0.01,0.0,0.16,0.04,3.68,31.0
GBPJPY,超短期ボリンジャー2日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,2.48,41.18,57.0,0.15,0.04,0.15,0.06,0.15,0.03,3.35,17.0
GBPJPY,超短期ボリンジャー7日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,2.26,42.86,129.0,0.07,0.02,-0.08,-0.02,0.18,0.04,3.69,35.0
GBPJPY,超短期ボリンジャー3日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,2.19,42.86,98.0,0.08,0.02,0.12,0.03,0.03,0.01,3.5,28.0
GBPJPY,超短期ボリンジャー7日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,2.11,43.18,157.0,0.05,0.01,-0.12,-0.04,0.18,0.04,3.57,44.0
GBPJPY,超短期ボリンジャー13日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,2.02,45.83,90.0,0.09,0.02,0.13,0.03,0.07,0.02,3.75,24.0
GBPJPY,超短期ボリンジャー2日_1.30倍_決済差額0.00,2018-08-19,2019-08-18,2.0,42.11,77.0,0.11,0.03,0.02,0.01,0.22,0.04,4.05,19.0
