symbol,strategy,start_date,end_date,騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
ETHUSD,超短期ボリンジャー10日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,55.29,39.53,113.0,1.56,0.59,2.76,0.92,0.52,0.23,2.63,43.0
ETHUSD,超短期ボリンジャー11日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,55.27,41.94,84.0,2.05,0.76,3.73,1.19,0.66,0.28,2.71,31.0
ETHUSD,超短期ボリンジャー9日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,53.01,37.14,84.0,1.66,0.69,4.46,1.59,-0.44,-0.21,2.4,35.0
ETHUSD,超短期ボリンジャー11日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,51.8,40.54,99.0,1.73,0.65,3.48,1.14,0.07,0.03,2.68,37.0
ETHUSD,超短期ボリンジャー10日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,48.91,40.0,118.0,1.4,0.53,2.92,0.96,0.2,0.09,2.62,45.0
ETHUSD,超短期ボリンジャー8日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,48.39,38.64,106.0,1.33,0.55,1.87,0.74,0.85,0.37,2.41,44.0
ETHUSD,超短期ボリンジャー14日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,48.05,36.59,96.0,1.42,0.61,2.38,0.9,0.5,0.24,2.34,41.0
ETHUSD,超短期ボリンジャー11日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,45.93,42.86,69.0,1.8,0.73,4.97,1.7,-0.95,-0.46,2.46,28.0
ETHUSD,超短期ボリンジャー8日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,43.4,33.33,93.0,1.32,0.55,2.66,1.06,-0.1,-0.04,2.38,39.0
ETHUSD,超短期ボリンジャー9日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,42.26,34.21,96.0,1.47,0.58,2.85,1.03,0.36,0.15,2.53,38.0
ETHUSD,超短期ボリンジャー8日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,41.89,36.73,130.0,1.18,0.44,2.19,0.78,0.36,0.14,2.65,49.0
ETHUSD,超短期ボリンジャー8日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,41.34,35.48,74.0,1.55,0.65,4.48,1.65,-0.87,-0.41,2.39,31.0
ETHUSD,超短期ボリンジャー8日_1.60倍_決済差額0.00,2018-08-19,2019-08-18,39.72,37.78,112.0,1.24,0.5,2.37,0.86,0.33,0.14,2.49,45.0
ETHUSD,超短期ボリンジャー10日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,38.15,37.5,77.0,1.47,0.61,3.93,1.44,-0.7,-0.33,2.41,32.0
ETHUSD,超短期ボリンジャー12日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,37.41,37.5,104.0,1.35,0.52,3.07,1.04,-0.21,-0.09,2.6,40.0
ETHUSD,超短期ボリンジャー7日_1.90倍_決済差額0.00,2018-08-19,2019-08-18,34.15,36.11,87.0,1.3,0.54,3.18,1.16,-0.21,-0.1,2.42,36.0
ETHUSD,超短期ボリンジャー11日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,34.11,37.5,101.0,1.29,0.51,3.01,1.04,-0.27,-0.12,2.52,40.0
ETHUSD,超短期ボリンジャー11日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,32.43,38.64,107.0,1.15,0.47,2.94,1.05,-0.49,-0.23,2.43,44.0
ETHUSD,超短期ボリンジャー7日_1.70倍_決済差額0.00,2018-08-19,2019-08-18,31.46,34.88,103.0,1.07,0.45,2.38,0.9,-0.07,-0.03,2.4,43.0
ETHUSD,超短期ボリンジャー8日_1.50倍_決済差額0.00,2018-08-19,2019-08-18,30.75,35.42,118.0,1.04,0.42,2.09,0.79,0.16,0.07,2.46,48.0
ETHUSD,超短期ボリンジャー7日_1.80倍_決済差額0.00,2018-08-19,2019-08-18,25.18,33.33,94.0,1.04,0.43,3.32,1.18,-0.55,-0.26,2.41,39.0
ETHUSD,超短期ボリンジャー12日_1.40倍_決済差額0.00,2018-08-19,2019-08-18,25.08,34.09,109.0,1.02,0.41,2.78,0.98,-0.45,-0.21,2.48,44.0
ETHUSD,超短期ボリンジャー9日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,20.69,35.71,64.0,1.18,0.52,4.79,1.78,-1.95,-1.01,2.29,28.0
ETHUSD,超短期ボリンジャー8日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,17.97,32.26,71.0,0.99,0.43,4.48,1.65,-1.89,-0.97,2.29,31.0
ETHUSD,超短期ボリンジャー10日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,17.17,35.71,66.0,1.04,0.44,3.77,1.43,-1.69,-0.82,2.36,28.0
ETHUSD,超短期ボリンジャー7日_2.00倍_決済差額0.00,2018-08-19,2019-08-18,13.55,33.33,73.0,0.94,0.39,3.21,1.12,-1.05,-0.51,2.43,30.0
ETHUSD,超短期ボリンジャー2日_1.00倍_決済差額0.00,2018-08-19,2019-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHUSD,超短期ボリンジャー2日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,39.66,50.0,22.0,6.37,1.74,3.03,1.21,8.03,1.89,3.67,6.0
ETHUSD,超短期ボリンジャー2日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,38.14,37.5,26.0,4.63,1.42,1.19,0.51,6.69,1.76,3.25,8.0
ETHUSD,超短期ボリンジャー2日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,33.46,37.5,25.0,4.21,1.35,3.03,1.21,4.61,1.38,3.12,8.0
ETHUSD,超短期ボリンジャー3日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,30.61,66.67,32.0,2.44,0.92,1.65,0.68,3.54,1.18,2.67,12.0
ETHUSD,超短期ボリンジャー3日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,30.08,58.33,34.0,2.47,0.87,1.46,0.58,3.47,1.1,2.83,12.0
ETHUSD,超短期ボリンジャー3日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,26.51,50.0,36.0,1.92,0.75,1.08,0.47,2.75,0.96,2.57,14.0
ETHUSD,超短期ボリンジャー3日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,26.51,50.0,36.0,1.92,0.75,1.08,0.47,2.75,0.96,2.57,14.0
ETHUSD,超短期ボリンジャー5日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,25.37,46.15,35.0,1.99,0.74,0.85,0.39,2.96,0.94,2.69,13.0
ETHUSD,超短期ボリンジャー2日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,24.82,42.86,19.0,3.57,1.32,3.03,1.21,3.79,1.35,2.71,7.0
ETHUSD,超短期ボリンジャー5日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,23.86,42.86,36.0,1.76,0.68,0.56,0.28,2.96,0.94,2.57,14.0
ETHUSD,超短期ボリンジャー2日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,23.78,42.86,18.0,3.46,1.35,1.05,0.52,5.26,1.75,2.57,7.0
ETHUSD,超短期ボリンジャー3日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,23.19,58.33,31.0,1.96,0.76,1.96,0.78,1.96,0.74,2.58,12.0
ETHUSD,超短期ボリンジャー5日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,22.04,42.86,34.0,1.6,0.66,1.15,0.54,2.05,0.76,2.43,14.0
ETHUSD,超短期ボリンジャー5日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,22.01,55.56,26.0,2.51,0.87,0.75,0.3,3.92,1.22,2.89,9.0
ETHUSD,超短期ボリンジャー2日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,20.46,50.0,12.0,5.14,1.71,-6.28,-6.28,8.94,2.44,3.0,4.0
ETHUSD,超短期ボリンジャー6日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,19.29,38.46,33.0,1.61,0.63,0.73,0.34,2.36,0.83,2.54,13.0
ETHUSD,超短期ボリンジャー15日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,18.44,66.67,16.0,3.14,1.18,-1.57,-0.9,12.56,2.79,2.67,6.0
ETHUSD,超短期ボリンジャー4日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,18.35,50.0,33.0,1.4,0.59,1.72,0.75,1.07,0.44,2.36,14.0
ETHUSD,超短期ボリンジャー2日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,18.14,25.0,23.0,2.56,0.89,-3.16,-2.11,4.46,1.34,2.88,8.0
ETHUSD,超短期ボリンジャー2日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,18.14,25.0,23.0,2.56,0.89,-3.16,-2.11,4.46,1.34,2.88,8.0
ETHUSD,超短期ボリンジャー15日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,18.02,60.0,14.0,3.69,1.32,-2.22,-1.33,12.56,2.79,2.8,5.0
ETHUSD,超短期ボリンジャー15日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,18.02,60.0,14.0,3.69,1.32,-2.22,-1.33,12.56,2.79,2.8,5.0
ETHUSD,超短期ボリンジャー5日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,17.79,45.45,30.0,1.74,0.64,0.1,0.04,3.1,1.03,2.73,11.0
ETHUSD,超短期ボリンジャー9日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,17.37,33.33,28.0,1.54,0.66,0.23,0.13,2.47,0.91,2.33,12.0
ETHUSD,超短期ボリンジャー4日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,17.33,53.33,36.0,1.26,0.52,0.53,0.25,2.09,0.77,2.4,15.0
ETHUSD,超短期ボリンジャー6日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,16.57,46.67,36.0,1.2,0.5,1.54,0.66,0.97,0.4,2.4,15.0
ETHUSD,超短期ボリンジャー6日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,16.57,46.67,36.0,1.2,0.5,1.54,0.66,0.97,0.4,2.4,15.0
ETHUSD,超短期ボリンジャー5日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,15.98,42.86,33.0,1.25,0.53,1.15,0.54,1.35,0.52,2.36,14.0
ETHUSD,超短期ボリンジャー6日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,15.77,35.71,33.0,1.23,0.52,0.73,0.34,1.6,0.64,2.36,14.0
ETHUSD,超短期ボリンジャー2日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,14.56,40.0,13.0,3.12,1.2,-6.27,-6.27,5.47,1.82,2.6,5.0
ETHUSD,超短期ボリンジャー3日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,14.18,41.67,29.0,1.4,0.58,-0.08,-0.04,2.46,0.86,2.42,12.0
ETHUSD,超短期ボリンジャー4日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,14.14,40.0,37.0,1.12,0.45,-0.49,-0.26,2.96,0.94,2.47,15.0
ETHUSD,超短期ボリンジャー4日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,14.03,50.0,34.0,1.15,0.47,0.2,0.09,2.09,0.77,2.43,14.0
ETHUSD,超短期ボリンジャー5日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,13.92,42.86,36.0,1.19,0.46,-0.57,-0.28,2.96,0.94,2.57,14.0
ETHUSD,超短期ボリンジャー5日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,11.93,28.57,35.0,1.04,0.42,-0.56,-0.28,2.64,0.88,2.5,14.0
ETHUSD,超短期ボリンジャー15日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,11.64,44.44,19.0,1.44,0.68,-0.16,-0.09,2.72,1.13,2.11,9.0
ETHUSD,超短期ボリンジャー15日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,11.44,57.14,17.0,1.84,0.76,-1.57,-0.9,6.4,1.92,2.43,7.0
ETHUSD,超短期ボリンジャー14日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,10.98,50.0,18.0,1.56,0.69,-0.16,-0.09,3.28,1.19,2.25,8.0
ETHUSD,超短期ボリンジャー14日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,10.84,50.0,15.0,2.06,0.82,-2.22,-1.33,6.35,1.9,2.5,6.0
ETHUSD,超短期ボリンジャー8日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,10.72,30.77,29.0,0.98,0.44,0.23,0.13,1.46,0.58,2.23,13.0
ETHUSD,超短期ボリンジャー13日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,10.71,38.46,30.0,1.02,0.44,2.43,0.97,0.39,0.18,2.31,13.0
ETHUSD,超短期ボリンジャー3日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,10.5,38.46,30.0,1.04,0.45,-0.61,-0.37,2.46,0.86,2.31,13.0
ETHUSD,超短期ボリンジャー6日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,9.77,33.33,33.0,0.8,0.36,0.82,0.41,0.79,0.34,2.2,15.0
ETHUSD,超短期ボリンジャー3日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,9.46,35.71,33.0,0.91,0.39,-1.64,-1.04,3.45,1.1,2.36,14.0
ETHUSD,超短期ボリンジャー5日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,9.22,40.0,36.0,0.78,0.32,0.52,0.22,1.07,0.44,2.4,15.0
ETHUSD,超短期ボリンジャー5日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,9.22,40.0,36.0,0.78,0.32,0.52,0.22,1.07,0.44,2.4,15.0
ETHUSD,超短期ボリンジャー9日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,8.73,25.0,27.0,0.92,0.41,-0.03,-0.02,1.6,0.62,2.25,12.0
ETHUSD,超短期ボリンジャー6日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,8.22,41.18,41.0,0.63,0.26,0.04,0.02,1.15,0.47,2.41,17.0
ETHUSD,超短期ボリンジャー8日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,7.27,40.0,36.0,0.65,0.27,-0.27,-0.12,1.46,0.58,2.4,15.0
ETHUSD,超短期ボリンジャー15日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,6.95,50.0,18.0,1.11,0.49,-1.57,-0.9,3.79,1.38,2.25,8.0
ETHUSD,超短期ボリンジャー3日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,6.95,37.5,37.0,0.65,0.28,-0.98,-0.52,2.75,0.96,2.31,16.0
ETHUSD,超短期ボリンジャー12日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,6.79,33.33,15.0,1.37,0.55,-0.02,-0.01,2.76,0.92,2.5,6.0
ETHUSD,超短期ボリンジャー8日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,6.79,33.33,35.0,0.62,0.27,-0.34,-0.16,1.46,0.58,2.33,15.0
ETHUSD,超短期ボリンジャー9日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,6.79,33.33,35.0,0.62,0.27,-0.34,-0.16,1.46,0.58,2.33,15.0
ETHUSD,超短期ボリンジャー9日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,6.79,33.33,35.0,0.62,0.27,-0.34,-0.16,1.46,0.58,2.33,15.0
ETHUSD,超短期ボリンジャー9日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,6.79,33.33,35.0,0.62,0.27,-0.34,-0.16,1.46,0.58,2.33,15.0
ETHUSD,超短期ボリンジャー8日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,6.37,37.5,38.0,0.58,0.24,-0.24,-0.1,1.21,0.52,2.38,16.0
ETHUSD,超短期ボリンジャー7日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,6.27,33.33,32.0,0.59,0.28,0.34,0.19,0.75,0.32,2.13,15.0
ETHUSD,超短期ボリンジャー7日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,6.23,28.57,30.0,0.63,0.29,0.34,0.19,0.84,0.35,2.14,14.0
ETHUSD,超短期ボリンジャー7日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,6.15,37.5,39.0,0.54,0.22,-0.24,-0.1,1.15,0.47,2.44,16.0
ETHUSD,超短期ボリンジャー3日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,6.02,35.71,32.0,0.68,0.3,-0.61,-0.37,1.65,0.6,2.29,14.0
ETHUSD,超短期ボリンジャー15日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,5.45,33.33,25.0,0.74,0.36,1.93,0.96,0.15,0.07,2.08,12.0
ETHUSD,超短期ボリンジャー8日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,5.38,33.33,35.0,0.53,0.23,-0.52,-0.24,1.46,0.58,2.33,15.0
ETHUSD,超短期ボリンジャー15日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,5.08,38.46,29.0,0.7,0.31,2.79,1.24,-0.23,-0.1,2.23,13.0
ETHUSD,超短期ボリンジャー2日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,4.74,75.0,10.0,1.29,0.52,-2.08,-1.39,4.66,1.33,2.5,4.0
ETHUSD,超短期ボリンジャー14日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,4.69,44.44,19.0,0.76,0.36,-0.16,-0.09,1.49,0.62,2.11,9.0
ETHUSD,超短期ボリンジャー14日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,4.69,44.44,19.0,0.76,0.36,-0.16,-0.09,1.49,0.62,2.11,9.0
ETHUSD,超短期ボリンジャー13日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,4.28,42.86,16.0,0.92,0.4,-2.22,-1.33,3.28,1.19,2.29,7.0
ETHUSD,超短期ボリンジャー13日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,4.28,42.86,16.0,0.92,0.4,-2.22,-1.33,3.28,1.19,2.29,7.0
ETHUSD,超短期ボリンジャー14日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,4.28,42.86,16.0,0.92,0.4,-2.22,-1.33,3.28,1.19,2.29,7.0
ETHUSD,超短期ボリンジャー8日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,3.94,23.08,28.0,0.51,0.24,0.23,0.13,0.69,0.29,2.15,13.0
ETHUSD,超短期ボリンジャー15日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,3.01,38.46,31.0,0.58,0.24,2.9,1.05,-0.46,-0.21,2.38,13.0
ETHUSD,超短期ボリンジャー5日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,2.98,50.0,19.0,0.44,0.19,1.29,0.55,-0.06,-0.02,2.38,8.0
ETHUSD,超短期ボリンジャー3日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,2.8,33.33,34.0,0.44,0.19,-1.64,-1.04,2.26,0.79,2.27,15.0
ETHUSD,超短期ボリンジャー14日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,2.54,38.46,27.0,0.46,0.22,2.32,1.16,-0.37,-0.18,2.08,13.0
ETHUSD,超短期ボリンジャー14日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,2.4,33.33,22.0,0.44,0.24,2.06,1.18,-0.37,-0.2,1.83,12.0
ETHUSD,超短期ボリンジャー11日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,2.29,40.0,32.0,0.37,0.17,0.34,0.17,0.39,0.18,2.13,15.0
ETHUSD,超短期ボリンジャー4日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,2.2,35.71,33.0,0.38,0.16,-1.94,-1.11,3.47,1.1,2.36,14.0
ETHUSD,超短期ボリンジャー12日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,1.99,33.33,19.0,0.47,0.22,-0.02,-0.01,0.72,0.33,2.11,9.0
ETHUSD,超短期ボリンジャー12日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,1.99,33.33,19.0,0.47,0.22,-0.02,-0.01,0.72,0.33,2.11,9.0
ETHUSD,超短期ボリンジャー8日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,1.85,25.0,26.0,0.33,0.15,-1.44,-0.9,1.6,0.62,2.17,12.0
ETHUSD,超短期ボリンジャー11日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,1.55,26.67,31.0,0.31,0.15,0.04,0.02,0.49,0.22,2.07,15.0
ETHUSD,超短期ボリンジャー11日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,1.32,30.0,22.0,0.36,0.16,0.33,0.14,0.37,0.17,2.2,10.0
ETHUSD,超短期ボリンジャー11日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,1.32,30.0,22.0,0.36,0.16,0.33,0.14,0.37,0.17,2.2,10.0
ETHUSD,超短期ボリンジャー4日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,0.85,30.77,31.0,0.31,0.13,-2.3,-1.28,1.94,0.71,2.38,13.0
ETHUSD,超短期ボリンジャー12日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,0.48,33.33,31.0,0.25,0.12,0.04,0.02,0.39,0.18,2.07,15.0
ETHUSD,超短期ボリンジャー2日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHUSD,超短期ボリンジャー13日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-0.06,36.36,24.0,0.28,0.13,0.07,0.04,0.39,0.17,2.18,11.0
ETHUSD,超短期ボリンジャー14日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-0.59,36.36,20.0,0.16,0.09,-0.03,-0.02,0.27,0.14,1.82,11.0
ETHUSD,超短期ボリンジャー14日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-0.59,36.36,20.0,0.16,0.09,-0.03,-0.02,0.27,0.14,1.82,11.0
ETHUSD,超短期ボリンジャー4日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-0.99,33.33,34.0,0.15,0.07,-2.13,-1.22,2.75,0.96,2.27,15.0
ETHUSD,超短期ボリンジャー7日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-1.25,35.29,38.0,0.1,0.04,-0.64,-0.3,0.75,0.32,2.24,17.0
ETHUSD,超短期ボリンジャー7日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-1.25,35.29,38.0,0.1,0.04,-0.64,-0.3,0.75,0.32,2.24,17.0
ETHUSD,超短期ボリンジャー4日_2.00倍_決済差額0.00,2019-05-19,2019-08-18,-1.36,23.08,30.0,0.14,0.06,-2.3,-1.28,1.66,0.63,2.31,13.0
ETHUSD,超短期ボリンジャー10日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-1.39,27.27,23.0,0.08,0.04,-1.08,-0.62,0.74,0.32,2.09,11.0
ETHUSD,超短期ボリンジャー10日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-1.39,27.27,23.0,0.08,0.04,-1.08,-0.62,0.74,0.32,2.09,11.0
ETHUSD,超短期ボリンジャー6日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-2.02,30.77,28.0,-0.06,-0.03,0.43,0.22,-0.48,-0.21,2.15,13.0
ETHUSD,超短期ボリンジャー6日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-2.02,30.77,28.0,-0.06,-0.03,0.43,0.22,-0.48,-0.21,2.15,13.0
ETHUSD,超短期ボリンジャー10日_1.20倍_決済差額0.00,2019-05-19,2019-08-18,-3.01,35.29,37.0,0.01,0.0,-0.27,-0.12,0.21,0.1,2.18,17.0
ETHUSD,超短期ボリンジャー12日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-3.44,36.36,22.0,-0.1,-0.05,0.07,0.04,-0.19,-0.1,2.0,11.0
ETHUSD,超短期ボリンジャー13日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-3.44,36.36,22.0,-0.1,-0.05,0.07,0.04,-0.19,-0.1,2.0,11.0
ETHUSD,超短期ボリンジャー4日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-3.69,31.25,37.0,-0.04,-0.02,-2.37,-1.42,2.96,0.94,2.31,16.0
ETHUSD,超短期ボリンジャー11日_1.90倍_決済差額0.00,2019-05-19,2019-08-18,-3.71,30.0,21.0,-0.13,-0.06,0.33,0.14,-0.33,-0.16,2.1,10.0
ETHUSD,超短期ボリンジャー13日_1.70倍_決済差額0.00,2019-05-19,2019-08-18,-3.85,36.36,20.0,-0.14,-0.08,-0.03,-0.02,-0.19,-0.1,1.82,11.0
ETHUSD,超短期ボリンジャー8日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-3.92,23.08,27.0,-0.13,-0.06,-1.44,-0.9,0.69,0.29,2.08,13.0
ETHUSD,超短期ボリンジャー11日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-4.08,33.33,25.0,-0.14,-0.07,0.34,0.15,-0.38,-0.19,2.08,12.0
ETHUSD,超短期ボリンジャー7日_1.50倍_決済差額0.00,2019-05-19,2019-08-18,-4.31,20.0,30.0,-0.09,-0.04,-0.35,-0.21,0.07,0.03,2.0,15.0
ETHUSD,超短期ボリンジャー7日_1.60倍_決済差額0.00,2019-05-19,2019-08-18,-4.31,20.0,30.0,-0.09,-0.04,-0.35,-0.21,0.07,0.03,2.0,15.0
ETHUSD,超短期ボリンジャー13日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-4.37,40.0,20.0,-0.2,-0.1,-1.57,-0.9,0.72,0.33,2.0,10.0
ETHUSD,超短期ボリンジャー15日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-4.45,30.77,25.0,-0.03,-0.02,2.06,1.18,-0.96,-0.48,1.92,13.0
ETHUSD,超短期ボリンジャー6日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-4.94,41.18,39.0,-0.15,-0.07,-1.01,-0.45,0.6,0.26,2.29,17.0
ETHUSD,超短期ボリンジャー13日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-4.95,33.33,23.0,-0.22,-0.11,0.07,0.04,-0.37,-0.2,1.92,12.0
ETHUSD,超短期ボリンジャー4日_1.40倍_決済差額0.00,2019-05-19,2019-08-18,-5.33,29.41,39.0,-0.08,-0.03,-2.21,-1.3,2.96,0.94,2.29,17.0
ETHUSD,超短期ボリンジャー13日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-5.46,33.33,31.0,-0.13,-0.06,0.88,0.44,-0.63,-0.3,2.07,15.0
ETHUSD,超短期ボリンジャー14日_1.10倍_決済差額0.00,2019-05-19,2019-08-18,-5.72,35.71,29.0,-0.14,-0.07,1.26,0.57,-0.91,-0.46,2.07,14.0
ETHUSD,超短期ボリンジャー10日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-5.76,26.67,32.0,-0.19,-0.09,-0.34,-0.16,-0.06,-0.03,2.13,15.0
ETHUSD,超短期ボリンジャー11日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-6.05,26.67,28.0,-0.21,-0.11,0.25,0.14,-0.51,-0.27,1.87,15.0
ETHUSD,超短期ボリンジャー10日_1.00倍_決済差額0.00,2019-05-19,2019-08-18,-6.53,38.89,40.0,-0.17,-0.08,-0.27,-0.12,-0.11,-0.05,2.22,18.0
ETHUSD,超短期ボリンジャー4日_1.80倍_決済差額0.00,2019-05-19,2019-08-18,-6.74,26.67,34.0,-0.24,-0.11,-2.74,-1.6,1.94,0.71,2.27,15.0
ETHUSD,超短期ボリンジャー13日_1.30倍_決済差額0.00,2019-05-19,2019-08-18,-7.83,30.77,26.0,-0.4,-0.2,0.34,0.15,-0.73,-0.39,2.0,13.0
