symbol,strategy_name,strategy_option,end_date,"全期間騰落率_複利","利益率3か月","利益率1年","利益率3年","利益率15年","最大ドローダウン","最大ドローダウン3か月","最大ドローダウン1年","最大ドローダウン3年","最大ドローダウン15年","期待利益率3か月","期待利益率3か月long","期待利益率3か月short","期待利益率1年","期待利益率1年long","期待利益率1年short","期待利益率3年","期待利益率3年long","期待利益率3年short","期待利益率15年","期待利益率15年long","期待利益率15年short","全期間期待利益率","全期間期待利益率long","全期間期待利益率short","利益率3か月long","利益率3か月short","利益率1年long","利益率1年short","利益率3年long","利益率3年short","利益率15年long","利益率15年short","勝率","平均取引期間","取引数","取引数long","取引数short","ペイオフレシオ"
2681.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1.28,0.0175,0.0175,0.0175,0.0175,0.1117,0.1117,0.1117,0.1117,0.1117,0.0003,0.004,-0.0011,0.0002,0.0032,-0.001,0.0002,0.0032,-0.001,0.0002,0.0032,-0.001,0.0016,0.008,-0.0021,0.032,-0.0145,0.032,-0.0145,0.032,-0.0145,0.032,-0.0145,45.4545,3.1818,11,4,7,1.3029
6551.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1.27,0.186,0.186,0.186,0.186,0.0018,0.0018,0.0018,0.0018,0.0018,0.003,0.0084,0.0043,0.0026,0.0076,0.0043,0.0026,0.0076,0.0043,0.0026,0.0076,0.0043,0.0169,0.0216,0.0087,0.1514,0.0346,0.1514,0.0346,0.1514,0.0346,0.1514,0.0346,27.2727,3.3636,11,7,4,18.0606
7282.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1.26,0.0098,0.0098,0.0098,0.0098,0.117,0.117,0.117,0.117,0.117,0.0002,0.0023,-0.0017,0.0001,0.0019,-0.0014,0.0001,0.0019,-0.0014,0.0001,0.0019,-0.0014,0.0008,0.0036,-0.0031,0.0251,-0.0153,0.0251,-0.0153,0.0251,-0.0153,0.0251,-0.0153,33.3333,2.6667,12,7,5,2.1524
8127.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1.2407,-0.0778,-0.1578,-0.0194,-0.1255,0.0598,0.0157,0.0328,0.0581,0.0598,-0.0012,-0.0051,-0.0021,-0.0006,-0.0029,-0.0004,0,-0.0011,0.0012,0,-0.0005,0.0003,-0.0003,-0.0012,0.0009,-0.0611,-0.0167,-0.1415,-0.0163,-0.1891,0.1697,-0.3088,0.1833,12.9386,3.9715,456,248,208,7.07
5819.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1.2179,0,-0.0064,0.0344,0.1177,0.0273,0,0.0011,0.0158,0.0273,0,0,0,0,-0.0001,0,0,0.0001,0.0002,0,0,0.0002,0.0002,0.0001,0.0004,0,0,-0.0064,0,0.0123,0.0221,0.027,0.0907,4.3299,4.068,485,277,208,24.9881
7463.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1.2008,0.0072,0.0012,-0.0751,0.8189,0.707,0.0137,0.0438,0.1193,0.6877,0.0001,0.0014,-0.0009,0,-0.0023,0.0022,-0.0001,-0.0007,0.0003,0.0002,0.0005,0.0006,0.0011,0.0019,0.0004,0.0184,-0.0112,-0.1022,0.1034,-0.1092,0.0341,0.4022,0.4167,34.6467,3.3927,736,375,361,1.8919
3920.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1.15,0.0681,0.0681,0.0681,0.0681,0.0163,0.0163,0.0163,0.0163,0.0163,0.0011,-0.003,0.0051,0.0009,-0.0026,0.0048,0.0009,-0.0026,0.0048,0.0009,-0.0026,0.0048,0.0057,-0.0048,0.0131,-0.0238,0.0919,-0.0238,0.0919,-0.0238,0.0919,-0.0238,0.0919,41.6667,3,12,5,7,2.205
3271.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1.045,0.0756,0.0756,0.0756,0.0756,0.0303,0.0303,0.0303,0.0303,0.0303,0.0012,0.0062,0.0008,0.001,0.0051,0.0007,0.001,0.0051,0.0007,0.001,0.0051,0.0007,0.0076,0.0186,0.0028,0.0558,0.0198,0.0558,0.0198,0.0558,0.0198,0.0558,0.0198,30,5,10,3,7,3.1315
5602.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,1.04,0.0838,0.0838,0.0838,0.0838,0.0042,0.0042,0.0042,0.0042,0.0042,0.0013,0.002,0.0051,0.0012,0.0019,0.0041,0.0012,0.0019,0.0041,0.0012,0.0019,0.0041,0.0084,0.0071,0.0103,0.0427,0.0411,0.0427,0.0411,0.0427,0.0411,0.0427,0.0411,40,4.4,10,6,4,3.7941
7955.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.9909,0.0553,0.0553,0.0553,0.0553,0.0083,0.0083,0.0083,0.0083,0.0083,0.0009,0.0026,0.0018,0.0008,0.0026,0.0018,0.0008,0.0026,0.0018,0.0008,0.0026,0.0018,0.005,0.0052,0.0049,0.026,0.0293,0.026,0.0293,0.026,0.0293,0.026,0.0293,36.3636,3.5455,11,5,6,3.4188
1884.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.96,0.0154,0.0154,0.0154,0.0154,0,0,0,0,0,0.0002,0,0.0011,0.0002,0,0.0009,0.0002,0,0.0009,0.0002,0,0.0009,0.0017,0,0.0026,0,0.0154,0,0.0154,0,0.0154,0,0.0154,22.2222,3.8889,9,3,6,Inf
4343.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.9498,-0.0062,-0.0062,-0.0062,-0.0062,0.1465,0.1465,0.1465,0.1465,0.1465,-0.0001,0.0001,-0.0008,-0.0001,0.0001,-0.0006,-0.0001,0.0001,-0.0006,-0.0001,0.0001,-0.0006,-0.0005,0.0001,-0.0012,0.001,-0.0072,0.001,-0.0072,0.001,-0.0072,0.001,-0.0072,23.0769,2.3077,13,7,6,3.4568
6319.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.8779,0.1303,0.1303,0.1303,0.1303,0.0181,0.0181,0.0181,0.0181,0.0181,0.0021,0.0103,-0.0111,0.0018,0.0103,-0.0064,0.0018,0.0103,-0.0064,0.0018,0.0103,-0.0064,0.013,0.035,-0.0089,0.1748,-0.0445,0.1748,-0.0445,0.1748,-0.0445,0.1748,-0.0445,30,2.7,10,5,5,3.4575
9760.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.87,0.179,0.179,0.179,0.179,0.0005,0.0005,0.0005,0.0005,0.0005,0.0028,0.012,0.0022,0.0025,0.012,0.0022,0.0025,0.012,0.0022,0.0025,0.012,0.0022,0.0199,0.0441,0.0078,0.1322,0.0468,0.1322,0.0468,0.1322,0.0468,0.1322,0.0468,22.2222,5.3333,9,3,6,64.4
1975.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.8515,0,-0.008,0.0103,0.0113,0.0303,0,0.0026,0.0242,0.0303,0,0,0,0,-0.0002,0,0,0,0.0001,0,0,0,0,-0.0002,0.0001,0,0,-0.008,0,-0.0003,0.0106,0.0073,0.004,2.6279,3.5353,723,395,328,39.1136
7949.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.7864,0.0429,0.0429,0.0429,0.0429,0.006,0.006,0.006,0.006,0.006,0.0007,-0.0019,0.01,0.0006,-0.0019,0.01,0.0006,-0.0019,0.01,0.0006,-0.0019,0.01,0.0054,-0.0062,0.0402,-0.0375,0.0804,-0.0375,0.0804,-0.0375,0.0804,-0.0375,0.0804,25,4,8,6,2,6.1727
7514.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.73,0.0551,0.0551,0.0551,0.0551,0.0013,0.0013,0.0013,0.0013,0.0013,0.0009,0.0003,0.0025,0.0007,0.0003,0.0025,0.0007,0.0003,0.0025,0.0007,0.0003,0.0025,0.0079,0.0006,0.0133,0.0017,0.0534,0.0017,0.0534,0.0017,0.0534,0.0017,0.0534,42.8571,5.8571,7,3,4,8.8205
9265.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.7289,-0.0082,0.0661,0.0497,0.0497,0.0223,0.0055,0.0223,0.0223,0.0223,-0.0001,0.0001,-0.0018,0.0003,0.0037,-0.0013,0.0001,0.0022,-0.0008,0.0001,0.0022,-0.0008,0.0008,0.0054,-0.002,0.0008,-0.009,0.1307,-0.0646,0.1307,-0.081,0.1307,-0.081,4.6875,3.3594,64,24,40,25.223
3763.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.724,0.0216,0.0216,0.0216,0.0216,0.0154,0.0154,0.0154,0.0154,0.0154,0.0003,-0.0021,0.0068,0.0003,-0.0017,0.0068,0.0003,-0.0017,0.0068,0.0003,-0.0017,0.0068,0.0022,-0.0047,0.0183,-0.0331,0.0547,-0.0331,0.0547,-0.0331,0.0547,-0.0331,0.0547,30,4.3,10,7,3,3.419
9010.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.7,0.0123,0.0123,0.0123,0.0123,0.0936,0.0936,0.0936,0.0936,0.0936,0.0002,0.0032,-0.0036,0.0002,0.0032,-0.003,0.0002,0.0032,-0.003,0.0002,0.0032,-0.003,0.0011,0.009,-0.0054,0.045,-0.0327,0.045,-0.0327,0.045,-0.0327,0.045,-0.0327,27.2727,3.5455,11,5,6,2.8448
9990.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.7,0.007,0.007,0.007,0.007,0.0139,0.0139,0.0139,0.0139,0.0139,0.0001,-0.0025,0.0015,0.0001,-0.0025,0.0015,0.0001,-0.0025,0.0015,0.0001,-0.0025,0.0015,0.0008,-0.0059,0.0041,-0.0177,0.0247,-0.0177,0.0247,-0.0177,0.0247,-0.0177,0.0247,22.2222,3.6667,9,3,6,4.6449
8185.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.64,-0.0149,-0.0149,-0.0149,-0.0149,0.0464,0.0464,0.0464,0.0464,0.0464,-0.0002,0.0008,-0.0024,-0.0002,0.0008,-0.002,-0.0002,0.0008,-0.002,-0.0002,0.0008,-0.002,-0.001,0.0017,-0.0033,0.0116,-0.0265,0.0116,-0.0265,0.0116,-0.0265,0.0116,-0.0265,20,2.8667,15,7,8,4.4914
2201.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.6319,-0.0128,-0.0576,-0.0012,0.9129,0.7769,0.159,0.4132,0.6129,0.7769,-0.0002,-0.0016,0.0005,-0.0002,0.0009,-0.0033,0,0.0008,-0.0008,0.0002,0.001,0.0003,0.0014,0.0023,0.0004,-0.0188,0.006,0.0473,-0.1049,0.1087,-0.1099,0.7045,0.2084,37.1212,3.8136,660,335,325,1.6947
7721.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.62,0.0568,0.0568,0.0568,0.0568,0.0088,0.0088,0.0088,0.0088,0.0088,0.0009,0.0008,0.0037,0.0008,0.0008,0.0032,0.0008,0.0008,0.0032,0.0008,0.0008,0.0032,0.0044,0.002,0.0064,0.0123,0.0445,0.0123,0.0445,0.0123,0.0445,0.0123,0.0445,38.4615,3.3846,13,6,7,2.5101
8163.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.5675,-0.0116,0.0318,-0.0666,-0.219,0.0955,0.0103,0.0314,0.0955,0.0955,-0.0002,0.0011,-0.0056,0.0001,0.0006,-0.0001,-0.0001,0.0002,-0.0014,-0.0001,-0.0002,-0.0001,-0.0004,-0.0006,0,0.0222,-0.0338,0.0343,-0.0025,0.0398,-0.1064,-0.1676,-0.0514,14.2612,4.1735,582,355,227,6.0722
5408.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.5482,0.0785,0.1524,-0.0219,2.3191,0.9005,0.0022,0.0351,0.1402,0.839,0.0012,0.0076,0.0003,0.0006,0.0003,0.0024,0,-0.001,0.0008,0.0006,0.0013,0.0018,0.0027,0.002,0.0033,0.0765,0.002,0.0084,0.144,-0.137,0.1151,0.9423,1.3768,33.4716,3.4703,723,365,358,1.9889
9600.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.5402,-0.0039,0.2762,0.1882,0.6747,0.1301,0.0217,0.0217,0.0661,0.1301,-0.0001,-0.0017,0.0014,0.0011,-0.0032,0.0046,0.0002,0.0016,-0.0002,0.0002,0.0011,-0.0002,0.0008,0.0032,-0.0015,-0.0209,0.017,-0.0894,0.3656,0.2219,-0.0337,0.7912,-0.1165,22.0117,3.5102,686,335,351,3.5666
7856.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.54,0.0725,0.0725,0.0725,0.0725,0.0114,0.0114,0.0114,0.0114,0.0114,0.0012,0.0042,0.0006,0.001,0.0042,0.0005,0.001,0.0042,0.0005,0.001,0.0042,0.0005,0.0056,0.0111,0.0008,0.0666,0.0059,0.0666,0.0059,0.0666,0.0059,0.0666,0.0059,38.4615,3.2308,13,6,7,2.2646
8617.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.54,0.0971,0.0971,0.0971,0.0971,0.0013,0.0013,0.0013,0.0013,0.0013,0.0015,0.0071,0.0013,0.0013,0.0065,0.0012,0.0013,0.0065,0.0012,0.0013,0.0065,0.0012,0.0081,0.0143,0.0036,0.0715,0.0256,0.0715,0.0256,0.0715,0.0256,0.0715,0.0256,25,3.3333,12,5,7,13.125
1930.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.5238,-0.0221,-0.1238,0.2355,0.3789,0.3561,0.0027,0.0207,0.0207,0.3561,-0.0004,0.0003,-0.0023,-0.0005,-0.0017,-0.0012,0.0003,0.0019,-0.0004,0.0001,0.0012,-0.0007,0.0009,0.0029,-0.0011,0.0033,-0.0254,-0.0605,-0.0633,0.288,-0.0525,0.8808,-0.5019,21.0243,3.2615,742,371,371,3.7741
9633.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.49,0.0365,0.0365,0.0365,0.0365,0,0,0,0,0,0.0006,0.0018,0,0.0005,0.0018,0,0.0005,0.0018,0,0.0005,0.0018,0,0.0036,0.0061,0,0.0365,0,0.0365,0,0.0365,0,0.0365,0,10,4.1,10,6,4,Inf
9414.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.4206,-0.013,-0.0049,-0.0609,0.1832,0.1599,0.002,0.0206,0.0619,0.1599,-0.0002,-0.0002,-0.0013,0,-0.0022,0.003,-0.0001,-0.0007,0.0006,0.0001,0,0.0008,0.0009,0,0.002,-0.0054,-0.0076,-0.1096,0.1047,-0.1235,0.0626,0.0026,0.1806,32.3944,3.615,213,123,90,2.0995
3148.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.39,-0.0119,-0.0119,-0.0119,-0.0119,0.0464,0.0464,0.0464,0.0464,0.0464,-0.0002,-0.0024,0.0025,-0.0002,-0.0017,0.0025,-0.0002,-0.0017,0.0025,-0.0002,-0.0017,0.0025,-0.0013,-0.0049,0.0058,-0.0293,0.0174,-0.0293,0.0174,-0.0293,0.0174,-0.0293,0.0174,11.1111,3.7778,9,6,3,8.371
4762.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.32,0.0148,0.0148,0.0148,0.0148,0.0097,0.0097,0.0097,0.0097,0.0097,0.0002,-0.0021,0.005,0.0002,-0.0021,0.0043,0.0002,-0.0021,0.0043,0.0002,-0.0021,0.0043,0.0015,-0.0068,0.0139,-0.0406,0.0554,-0.0406,0.0554,-0.0406,0.0554,-0.0406,0.0554,10,4.6,10,6,4,11.9388
2335.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.31,0.0291,0.0291,0.0291,0.0291,0.008,0.008,0.008,0.008,0.008,0.0005,0.0029,-0.0019,0.0004,0.0029,-0.0017,0.0004,0.0029,-0.0017,0.0004,0.0029,-0.0017,0.0022,0.0099,-0.0026,0.0497,-0.0206,0.0497,-0.0206,0.0497,-0.0206,0.0497,-0.0206,30.7692,2.6154,13,5,8,2.6397
8255.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.3058,0.0374,0.2477,0.1187,0.2101,0.3429,0.0111,0.0376,0.1829,0.3429,0.0006,0.0018,0.0005,0.001,0.0015,0.0034,0.0002,-0.0006,0.0013,0.0001,-0.0001,0.0004,0.0003,-0.0003,0.0009,0.0337,0.0037,0.0814,0.1663,-0.0865,0.2052,-0.093,0.3031,20.97,3.5735,701,356,345,3.7752
8521.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.29,0,0.0104,-0.0345,0.0693,0.0597,0,0.006,0.0106,0.0597,0,0,0,0,-0.0015,0.0008,0,-0.0006,0.0002,0,-0.0001,0.0002,0.0001,-0.0001,0.0003,0,0,-0.0429,0.0533,-0.0641,0.0296,-0.0451,0.1144,3.7657,3.5202,717,332,385,26.0276
9658.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.28,-0.0048,0.01,0.2079,0.0125,0.0749,0.0012,0.0012,0.0266,0.0749,-0.0001,-0.0005,0,0,0.0003,0,0.0003,0.0018,-0.0004,0,0.0003,-0.0003,0,0.0005,-0.0006,-0.0048,0,0.01,0,0.2575,-0.0496,0.1774,-0.1649,4.64,3.5328,625,328,297,20.9009
4662.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.27,0.0101,0.0101,0.0101,0.0101,0.0086,0.0086,0.0086,0.0086,0.0086,0.0002,-0.001,0.0037,0.0001,-0.0009,0.0037,0.0001,-0.0009,0.0037,0.0001,-0.0009,0.0037,0.001,-0.0028,0.0099,-0.0194,0.0295,-0.0194,0.0295,-0.0194,0.0295,-0.0194,0.0295,20,3.5,10,7,3,4.7552
2309.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.2436,-0.1606,-0.0844,-0.2495,0.3663,0.6244,0.1396,0.1809,0.3366,0.6244,-0.0025,-0.005,-0.0064,-0.0003,-0.003,0.0008,-0.0003,-0.0006,-0.0012,0.0001,0.0019,-0.0013,0.0009,0.0043,-0.0021,-0.0905,-0.0701,-0.1311,0.0467,-0.0767,-0.1728,1.2995,-0.9332,33.9394,3.1045,660,309,351,1.9473
4559.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.2109,-0.0035,0.0409,-0.1122,0.1141,0.4953,0.0993,0.1906,0.4025,0.4953,-0.0001,-0.0002,-0.0002,0.0002,-0.0032,0.0027,-0.0001,-0.0004,-0.0004,0,-0.0001,0.0002,-0.0008,-0.001,-0.0007,-0.0008,-0.0027,-0.1199,0.1608,-0.0529,-0.0593,-0.0658,0.1799,32.7221,3.6389,709,368,341,2.0568
9358.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.2006,0.0299,0.0299,0.0299,0.0299,0.0042,0.0042,0.0042,0.0042,0.0042,0.0005,0.0016,0.0002,0.0004,0.0016,0.0001,0.0004,0.0016,0.0001,0.0004,0.0016,0.0001,0.003,0.0055,0.0004,0.0277,0.0022,0.0277,0.0022,0.0277,0.0022,0.0277,0.0022,40,4.8,10,5,5,2.1848
6292.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.2,0.0005,0.0005,0.0005,0.0005,0.0204,0.0204,0.0204,0.0204,0.0204,0,-0.0013,0.0022,0,-0.0013,0.002,0,-0.0013,0.002,0,-0.0013,0.002,0,-0.0029,0.003,-0.0173,0.0178,-0.0173,0.0178,-0.0173,0.0178,-0.0173,0.0178,16.6667,2.5,12,6,6,5.3257
7819.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.19,0.0634,0.0634,0.0634,0.0634,0.0006,0.0006,0.0006,0.0006,0.0006,0.001,0.003,-0.0005,0.0009,0.0028,-0.0005,0.0009,0.0028,-0.0005,0.0009,0.0028,-0.0005,0.0058,0.0119,-0.0016,0.0712,-0.0078,0.0712,-0.0078,0.0712,-0.0078,0.0712,-0.0078,9.0909,5.1818,11,6,5,41.6667
8530.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.16,0.0069,0.0069,0.0069,0.0069,0.0073,0.0073,0.0073,0.0073,0.0073,0.0001,0.0038,-0.0021,0.0001,0.0038,-0.002,0.0001,0.0038,-0.002,0.0001,0.0038,-0.002,0.0006,0.0076,-0.0029,0.0303,-0.0234,0.0303,-0.0234,0.0303,-0.0234,0.0303,-0.0234,33.3333,2.4167,12,4,8,2.2481
7989.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.1476,0.0058,0.027,0.1909,0.4145,0.0886,0.0113,0.0167,0.0354,0.0886,0.0001,0.0077,-0.0029,0.0001,0.0004,0.0002,0.0003,0.0021,-0.0011,0.0001,0.0004,0.0001,0.0006,0.0007,0.0006,0.0464,-0.0406,0.0154,0.0116,0.3366,-0.1457,0.3262,0.0883,14.0988,3.6831,688,368,320,6.1118
4231.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.1,0.0347,0.0347,0.0347,0.0347,0.0018,0.0018,0.0018,0.0018,0.0018,0.0006,0,0.0038,0.0005,0,0.0031,0.0005,0,0.0031,0.0005,0,0.0031,0.0038,0.0001,0.0068,0.0006,0.0341,0.0006,0.0341,0.0006,0.0341,0.0006,0.0341,33.3333,2.6667,9,4,5,2.6897
1882.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.0968,0.0305,0.0305,0.0305,0.0305,0.031,0.031,0.031,0.031,0.031,0.0005,0.003,-0.0029,0.0004,0.0027,-0.0026,0.0004,0.0027,-0.0026,0.0004,0.0027,-0.0026,0.0028,0.0114,-0.0044,0.0569,-0.0264,0.0569,-0.0264,0.0569,-0.0264,0.0569,-0.0264,27.2727,3.1818,11,5,6,2.743
2664.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.09,0.0064,0.0064,0.0064,0.0064,0.0405,0.0405,0.0405,0.0405,0.0405,0.0001,-0.0018,0.0112,0.0001,-0.0018,0.0084,0.0001,-0.0018,0.0084,0.0001,-0.0018,0.0084,0.0007,-0.0039,0.0168,-0.0271,0.0335,-0.0271,0.0335,-0.0271,0.0335,-0.0271,0.0335,22.2222,3.8889,9,7,2,3.5469
3751.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.08,-0.0026,-0.0026,-0.0026,-0.0026,0.0093,0.0093,0.0093,0.0093,0.0093,0,-0.0031,0.0015,0,-0.0028,0.0014,0,-0.0028,0.0014,0,-0.0028,0.0014,-0.0002,-0.0055,0.0042,-0.0277,0.0251,-0.0277,0.0251,-0.0277,0.0251,-0.0277,0.0251,27.2727,3.5455,11,5,6,2.8936
4671.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.07,0.0395,0.0395,0.0395,0.0395,0.0117,0.0117,0.0117,0.0117,0.0117,0.0006,0.0008,0.0016,0.0005,0.0007,0.0016,0.0005,0.0007,0.0016,0.0005,0.0007,0.0016,0.003,0.0019,0.004,0.0116,0.0279,0.0116,0.0279,0.0116,0.0279,0.0116,0.0279,38.4615,4,13,6,7,1.6574
8397.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.07,0.0196,0.0196,0.0196,0.0196,0.0255,0.0255,0.0255,0.0255,0.0255,0.0003,-0.0036,0.0087,0.0003,-0.0033,0.0069,0.0003,-0.0033,0.0069,0.0003,-0.0033,0.0069,0.002,-0.0083,0.0174,-0.0498,0.0694,-0.0498,0.0694,-0.0498,0.0694,-0.0498,0.0694,10,2.7,10,6,4,9.2414
2112.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.06,0.0151,0.0151,0.0151,0.0151,0.0004,0.0004,0.0004,0.0004,0.0004,0.0002,0.0014,-0.0008,0.0002,0.0014,-0.0007,0.0002,0.0014,-0.0007,0.0002,0.0014,-0.0007,0.0025,0.005,-0.0024,0.0199,-0.0048,0.0199,-0.0048,0.0199,-0.0048,0.0199,-0.0048,33.3333,4.1667,6,4,2,4
5951.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0.04,0.0065,0.0065,0.0065,0.0065,0.0005,0.0005,0.0005,0.0005,0.0005,0.0001,0.0005,0,0.0001,0.0005,0,0.0001,0.0005,0,0.0001,0.0005,0,0.0006,0.0009,0,0.0065,0,0.0065,0,0.0065,0,0.0065,0,9.0909,3.1818,11,7,4,18
2003.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3636,11,2,9,0
2326.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,,,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,0,0
2429.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,,,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,0,0
2737.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4545,11,7,4,0
2818.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7143,7,4,3,0
3154.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,,,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,0,0
3156.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,,,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,0,0
3159.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,,,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,0,0
3173.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,10,6,4,0
3640.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5385,13,6,7,0
3708.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2143,14,7,7,0
4093.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,8,3,5,0
4229.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9167,12,7,5,0
4581.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0
4728.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5714,7,4,3,0
4746.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333,12,6,6,0
